GlobalTracer.FirstPowerUp_Info: Thu Apr 05 15:06:17 PDT 2018[0.057]: ***** AUTO_MODE *****
GlobalTracer.Vision_Info: Pixy is enabled!
GlobalTracer.FirstPowerUp_Info: _None000 (Blue3) [FMSConnected=true] msg=LRL
GlobalTracer.CmdAutoSwitch_Info: [0.126] delay=0.0, fwdDistance=235.0, startPos=RIGHT_POS, fastDelivery=false, getSecondCube=false
GlobalTracer.printPidInfo_Info: [11.177] encoderYPidCtrl: Target=  38.9, Input=  31.5, Error=   7.4, PIDTerms= 0.148/ 0.000/ 0.030/ 0.000, Output= 0.178(-0.600/0.600), Volt=11.7(9.9)
GlobalTracer.printPidInfo_Info: [11.177] gyroTurnPidCtrl: Target=  90.0, Input=  70.5, Error=  19.5, PIDTerms= 0.390/ 0.000/ 0.013/ 0.000, Output= 0.403(-0.700/0.700), Volt=11.7(9.9)
GlobalTracer.printPidInfo_Info: [11.239] encoderXPidCtrl: Target= -22.9, Input= -19.5, Error=  -3.5, PIDTerms=-0.868/ 0.000/ 0.153/-0.000, Output=-0.700(-0.700/0.700), Volt=11.6(9.9)
GlobalTracer.printPidInfo_Info: [11.239] encoderYPidCtrl: Target=  38.9, Input=  30.4, Error=   8.5, PIDTerms= 0.171/ 0.000/ 0.028/ 0.000, Output= 0.199(-0.600/0.600), Volt=11.6(9.9)
GlobalTracer.printPidInfo_Info: [11.239] gyroTurnPidCtrl: Target=  90.0, Input=  70.1, Error=  19.9, PIDTerms= 0.399/ 0.000/ 0.013/ 0.000, Output= 0.411(-0.700/0.700), Volt=11.6(9.9)
GlobalTracer.printPidInfo_Info: [11.287] encoderXPidCtrl: Target= -22.9, Input= -20.0, Error=  -3.0, PIDTerms=-0.738/ 0.000/ 0.148/-0.000, Output=-0.590(-0.700/0.700), Volt=11.8(9.9)
GlobalTracer.printPidInfo_Info: [11.287] encoderYPidCtrl: Target=  38.9, Input=  29.4, Error=   9.5, PIDTerms= 0.190/ 0.000/ 0.027/ 0.000, Output= 0.217(-0.600/0.600), Volt=11.8(9.9)
GlobalTracer.printPidInfo_Info: [11.287] gyroTurnPidCtrl: Target=  90.0, Input=  69.6, Error=  20.4, PIDTerms= 0.408/ 0.000/ 0.015/ 0.000, Output= 0.423(-0.700/0.700), Volt=11.8(9.9)
GlobalTracer.printPidInfo_Info: [11.342] encoderXPidCtrl: Target= -22.9, Input= -20.2, Error=  -2.7, PIDTerms=-0.675/ 0.000/ 0.068/-0.000, Output=-0.608(-0.700/0.700), Volt=11.8(9.9)
GlobalTracer.printPidInfo_Info: [11.342] encoderYPidCtrl: Target=  38.9, Input=  28.9, Error=  10.0, PIDTerms= 0.200/ 0.000/ 0.013/ 0.000, Output= 0.213(-0.600/0.600), Volt=11.8(9.9)
GlobalTracer.printPidInfo_Info: [11.342] gyroTurnPidCtrl: Target=  90.0, Input=  69.6, Error=  20.4, PIDTerms= 0.409/ 0.000/ 0.002/ 0.000, Output= 0.411(-0.700/0.700), Volt=11.8(9.9)
GlobalTracer.printPidInfo_Info: [11.396] encoderXPidCtrl: Target= -22.9, Input= -20.6, Error=  -2.3, PIDTerms=-0.587/ 0.000/ 0.108/-0.000, Output=-0.478(-0.700/0.700), Volt=11.9(9.9)
GlobalTracer.printPidInfo_Info: [11.396] encoderYPidCtrl: Target=  38.9, Input=  28.2, Error=  10.7, PIDTerms= 0.214/ 0.000/ 0.021/ 0.000, Output= 0.235(-0.600/0.600), Volt=11.9(9.9)
GlobalTracer.printPidInfo_Info: [11.396] gyroTurnPidCtrl: Target=  90.0, Input=  69.6, Error=  20.4, PIDTerms= 0.409/ 0.000/ 0.000/ 0.000, Output= 0.409(-0.700/0.700), Volt=11.9(9.9)
GlobalTracer.printPidInfo_Info: [11.447] encoderXPidCtrl: Target= -22.9, Input= -20.9, Error=  -2.0, PIDTerms=-0.495/ 0.000/ 0.101/-0.000, Output=-0.393(-0.700/0.700), Volt=11.9(9.9)
GlobalTracer.printPidInfo_Info: [11.447] encoderYPidCtrl: Target=  38.9, Input=  27.5, Error=  11.4, PIDTerms= 0.228/ 0.000/ 0.020/ 0.000, Output= 0.247(-0.600/0.600), Volt=11.8(9.9)
GlobalTracer.printPidInfo_Info: [11.447] gyroTurnPidCtrl: Target=  90.0, Input=  69.6, Error=  20.4, PIDTerms= 0.409/ 0.000/-0.000/ 0.000, Output= 0.408(-0.700/0.700), Volt=11.8(9.9)
GlobalTracer.printPidInfo_Info: [11.502] encoderXPidCtrl: Target= -22.9, Input= -21.2, Error=  -1.8, PIDTerms=-0.443/ 0.000/ 0.056/-0.000, Output=-0.387(-0.700/0.700), Volt=11.8(9.9)
GlobalTracer.printPidInfo_Info: [11.502] encoderYPidCtrl: Target=  38.9, Input=  27.1, Error=  11.8, PIDTerms= 0.236/ 0.000/ 0.011/ 0.000, Output= 0.247(-0.600/0.600), Volt=11.8(9.9)
GlobalTracer.printPidInfo_Info: [11.502] gyroTurnPidCtrl: Target=  90.0, Input=  69.7, Error=  20.3, PIDTerms= 0.406/ 0.000/-0.004/ 0.000, Output= 0.402(-0.700/0.700), Volt=11.8(9.9)
GlobalTracer.printPidInfo_Info: [11.562] encoderXPidCtrl: Target= -22.9, Input= -21.3, Error=  -1.6, PIDTerms=-0.396/ 0.000/ 0.050/-0.000, Output=-0.346(-0.700/0.700), Volt=12.0(9.9)
GlobalTracer.printPidInfo_Info: [11.562] encoderYPidCtrl: Target=  38.9, Input=  26.7, Error=  12.2, PIDTerms= 0.243/ 0.000/ 0.010/ 0.000, Output= 0.253(-0.600/0.600), Volt=12.0(9.9)
GlobalTracer.printPidInfo_Info: [11.562] gyroTurnPidCtrl: Target=  90.0, Input=  69.9, Error=  20.1, PIDTerms= 0.402/ 0.000/-0.006/ 0.000, Output= 0.396(-0.700/0.700), Volt=12.0(9.9)
GlobalTracer.printPidInfo_Info: [11.617] encoderXPidCtrl: Target= -22.9, Input= -21.4, Error=  -1.5, PIDTerms=-0.379/ 0.000/ 0.018/-0.000, Output=-0.362(-0.700/0.700), Volt=12.0(9.9)
GlobalTracer.printPidInfo_Info: [11.617] encoderYPidCtrl: Target=  38.9, Input=  26.6, Error=  12.3, PIDTerms= 0.246/ 0.000/ 0.003/ 0.000, Output= 0.249(-0.600/0.600), Volt=12.0(9.9)
GlobalTracer.printPidInfo_Info: [11.617] gyroTurnPidCtrl: Target=  90.0, Input=  70.3, Error=  19.7, PIDTerms= 0.393/ 0.000/-0.014/ 0.000, Output= 0.379(-0.700/0.700), Volt=12.0(9.9)
GlobalTracer.printPidInfo_Info: [11.674] encoderXPidCtrl: Target= -22.9, Input= -21.5, Error=  -1.4, PIDTerms=-0.353/ 0.000/ 0.029/-0.000, Output=-0.324(-0.700/0.700), Volt=12.0(9.9)
GlobalTracer.printPidInfo_Info: [11.674] encoderYPidCtrl: Target=  38.9, Input=  26.5, Error=  12.4, PIDTerms= 0.249/ 0.000/ 0.004/ 0.000, Output= 0.253(-0.600/0.600), Volt=12.0(9.9)
GlobalTracer.printPidInfo_Info: [11.674] gyroTurnPidCtrl: Target=  90.0, Input=  70.6, Error=  19.4, PIDTerms= 0.387/ 0.000/-0.009/ 0.000, Output= 0.378(-0.700/0.700), Volt=11.9(9.9)
GlobalTracer.printPidInfo_Info: [11.728] encoderXPidCtrl: Target= -22.9, Input= -21.5, Error=  -1.4, PIDTerms=-0.348/ 0.000/ 0.005/-0.000, Output=-0.343(-0.700/0.700), Volt=11.9(9.9)
GlobalTracer.printPidInfo_Info: [11.728] encoderYPidCtrl: Target=  38.9, Input=  26.4, Error=  12.5, PIDTerms= 0.249/ 0.000/ 0.001/ 0.000, Output= 0.250(-0.600/0.600), Volt=11.9(9.9)
GlobalTracer.printPidInfo_Info: [11.728] gyroTurnPidCtrl: Target=  90.0, Input=  70.8, Error=  19.2, PIDTerms= 0.383/ 0.000/-0.007/ 0.000, Output= 0.376(-0.700/0.700), Volt=11.9(9.9)
GlobalTracer.startCompetition_Warn: AUTO_MODE.runContinuous takes too long (0.044s)
GlobalTracer.startCompetition_Warn: AUTO_MODE takes too long (0.100s)
GlobalTracer.printPidInfo_Info: [11.837] encoderXPidCtrl: Target= -22.9, Input= -21.7, Error=  -1.3, PIDTerms=-0.315/ 0.000/ 0.020/-0.000, Output=-0.295(-0.700/0.700), Volt=12.1(9.9)
GlobalTracer.printPidInfo_Info: [11.837] encoderYPidCtrl: Target=  38.9, Input=  26.2, Error=  12.7, PIDTerms= 0.253/ 0.000/ 0.003/ 0.000, Output= 0.256(-0.600/0.600), Volt=11.9(9.9)
GlobalTracer.printPidInfo_Info: [11.837] gyroTurnPidCtrl: Target=  90.0, Input=  71.1, Error=  18.9, PIDTerms= 0.378/ 0.000/-0.004/ 0.000, Output= 0.374(-0.700/0.700), Volt=12.0(9.9)
GlobalTracer.startCompetition_Warn: AUTO_MODE.runContinuous takes too long (0.049s)
GlobalTracer.startCompetition_Warn: AUTO_MODE takes too long (0.121s)
GlobalTracer.startCompetition_Warn: AUTO_MODE.preContinuousTasks take too long (0.044s)
GlobalTracer.printPidInfo_Info: [11.961] encoderXPidCtrl: Target= -22.9, Input= -21.8, Error=  -1.1, PIDTerms=-0.286/ 0.000/ 0.016/-0.000, Output=-0.270(-0.700/0.700), Volt=12.0(9.9)
GlobalTracer.printPidInfo_Info: [11.961] encoderYPidCtrl: Target=  38.9, Input=  26.1, Error=  12.8, PIDTerms= 0.257/ 0.000/ 0.002/ 0.000, Output= 0.259(-0.600/0.600), Volt=12.0(9.9)
GlobalTracer.printPidInfo_Info: [11.961] gyroTurnPidCtrl: Target=  90.0, Input=  71.4, Error=  18.6, PIDTerms= 0.372/ 0.000/-0.005/ 0.000, Output= 0.368(-0.700/0.700), Volt=12.0(9.9)
GlobalTracer.printPidInfo_Info: [12.041] encoderXPidCtrl: Target= -22.9, Input= -21.9, Error=  -1.1, PIDTerms=-0.265/ 0.000/ 0.012/-0.000, Output=-0.253(-0.700/0.700), Volt=12.0(9.9)
GlobalTracer.printPidInfo_Info: [12.041] encoderYPidCtrl: Target=  38.9, Input=  26.0, Error=  13.0, PIDTerms= 0.259/ 0.000/ 0.002/ 0.000, Output= 0.261(-0.600/0.600), Volt=12.0(9.9)
GlobalTracer.printPidInfo_Info: [12.041] gyroTurnPidCtrl: Target=  90.0, Input=  72.4, Error=  17.6, PIDTerms= 0.352/ 0.000/-0.017/ 0.000, Output= 0.336(-0.700/0.700), Volt=12.1(9.9)
GlobalTracer.printPidInfo_Info: [12.100] encoderXPidCtrl: Target= -22.9, Input= -21.8, Error=  -1.1, PIDTerms=-0.271/ 0.000/-0.006/-0.000, Output=-0.277(-0.700/0.700), Volt=12.1(9.9)
GlobalTracer.printPidInfo_Info: [12.100] encoderYPidCtrl: Target=  38.9, Input=  26.0, Error=  12.9, PIDTerms= 0.258/ 0.000/-0.002/ 0.000, Output= 0.256(-0.600/0.600), Volt=12.0(9.9)
GlobalTracer.printPidInfo_Info: [12.100] gyroTurnPidCtrl: Target=  90.0, Input=  72.9, Error=  17.1, PIDTerms= 0.342/ 0.000/-0.015/ 0.000, Output= 0.327(-0.700/0.700), Volt=12.0(9.9)
GlobalTracer.printPidInfo_Info: [12.159] encoderXPidCtrl: Target= -22.9, Input= -21.8, Error=  -1.1, PIDTerms=-0.278/ 0.000/-0.007/-0.000, Output=-0.284(-0.700/0.700), Volt=12.1(9.9)
GlobalTracer.printPidInfo_Info: [12.159] encoderYPidCtrl: Target=  38.9, Input=  26.1, Error=  12.8, PIDTerms= 0.256/ 0.000/-0.002/ 0.000, Output= 0.254(-0.600/0.600), Volt=12.1(9.9)
GlobalTracer.printPidInfo_Info: [12.159] gyroTurnPidCtrl: Target=  90.0, Input=  73.2, Error=  16.8, PIDTerms= 0.336/ 0.000/-0.009/ 0.000, Output= 0.328(-0.700/0.700), Volt=12.1(9.9)
GlobalTracer.printPidInfo_Info: [12.222] encoderXPidCtrl: Target= -22.9, Input= -21.8, Error=  -1.1, PIDTerms=-0.276/ 0.000/ 0.001/-0.000, Output=-0.275(-0.700/0.700), Volt=12.0(9.9)
GlobalTracer.printPidInfo_Info: [12.222] encoderYPidCtrl: Target=  38.9, Input=  26.1, Error=  12.8, PIDTerms= 0.255/ 0.000/-0.001/ 0.000, Output= 0.254(-0.600/0.600), Volt=12.0(9.9)
GlobalTracer.printPidInfo_Info: [12.222] gyroTurnPidCtrl: Target=  90.0, Input=  73.3, Error=  16.7, PIDTerms= 0.334/ 0.000/-0.004/ 0.000, Output= 0.330(-0.700/0.700), Volt=12.0(9.9)
GlobalTracer.printPidInfo_Info: [12.279] encoderXPidCtrl: Target= -22.9, Input= -21.8, Error=  -1.1, PIDTerms=-0.278/ 0.000/-0.001/-0.000, Output=-0.279(-0.700/0.700), Volt=12.0(9.9)
GlobalTracer.printPidInfo_Info: [12.279] encoderYPidCtrl: Target=  38.9, Input=  26.2, Error=  12.7, PIDTerms= 0.255/ 0.000/-0.001/ 0.000, Output= 0.254(-0.600/0.600), Volt=12.0(9.9)
GlobalTracer.printPidInfo_Info: [12.279] gyroTurnPidCtrl: Target=  90.0, Input=  73.4, Error=  16.6, PIDTerms= 0.331/ 0.000/-0.004/ 0.000, Output= 0.327(-0.700/0.700), Volt=12.0(9.9)
GlobalTracer.printPidInfo_Info: [12.339] encoderXPidCtrl: Target= -22.9, Input= -21.8, Error=  -1.1, PIDTerms=-0.284/ 0.000/-0.007/-0.000, Output=-0.290(-0.700/0.700), Volt=12.1(9.9)
GlobalTracer.printPidInfo_Info: [12.339] encoderYPidCtrl: Target=  38.9, Input=  26.2, Error=  12.7, PIDTerms= 0.253/ 0.000/-0.001/ 0.000, Output= 0.252(-0.600/0.600), Volt=12.1(9.9)
GlobalTracer.printPidInfo_Info: [12.339] gyroTurnPidCtrl: Target=  90.0, Input=  73.8, Error=  16.2, PIDTerms= 0.325/ 0.000/-0.010/ 0.000, Output= 0.315(-0.700/0.700), Volt=12.1(9.9)
GlobalTracer.printPidInfo_Info: [12.386] encoderXPidCtrl: Target= -22.9, Input= -21.8, Error=  -1.2, PIDTerms=-0.293/ 0.000/-0.011/-0.000, Output=-0.305(-0.700/0.700), Volt=12.1(9.9)
GlobalTracer.printPidInfo_Info: [12.386] encoderYPidCtrl: Target=  38.9, Input=  26.3, Error=  12.6, PIDTerms= 0.252/ 0.000/-0.002/ 0.000, Output= 0.250(-0.600/0.600), Volt=12.1(9.9)
GlobalTracer.printPidInfo_Info: [12.386] gyroTurnPidCtrl: Target=  90.0, Input=  74.2, Error=  15.8, PIDTerms= 0.315/ 0.000/-0.016/ 0.000, Output= 0.299(-0.700/0.700), Volt=12.1(9.9)
GlobalTracer.printPidInfo_Info: [12.442] encoderXPidCtrl: Target= -22.9, Input= -21.7, Error=  -1.2, PIDTerms=-0.295/ 0.000/-0.001/-0.000, Output=-0.296(-0.700/0.700), Volt=12.1(9.9)
GlobalTracer.printPidInfo_Info: [12.442] encoderYPidCtrl: Target=  38.9, Input=  26.3, Error=  12.6, PIDTerms= 0.252/ 0.000/-0.000/ 0.000, Output= 0.251(-0.600/0.600), Volt=12.1(9.9)
GlobalTracer.printPidInfo_Info: [12.442] gyroTurnPidCtrl: Target=  90.0, Input=  74.5, Error=  15.5, PIDTerms= 0.310/ 0.000/-0.008/ 0.000, Output= 0.302(-0.700/0.700), Volt=12.1(9.9)
GlobalTracer.printPidInfo_Info: [12.497] encoderXPidCtrl: Target= -22.9, Input= -21.8, Error=  -1.1, PIDTerms=-0.276/ 0.000/ 0.022/-0.000, Output=-0.254(-0.700/0.700), Volt=12.1(9.9)
GlobalTracer.printPidInfo_Info: [12.497] encoderYPidCtrl: Target=  38.9, Input=  26.2, Error=  12.7, PIDTerms= 0.254/ 0.000/ 0.003/ 0.000, Output= 0.257(-0.600/0.600), Volt=12.1(9.9)
GlobalTracer.printPidInfo_Info: [12.497] gyroTurnPidCtrl: Target=  90.0, Input=  74.6, Error=  15.4, PIDTerms= 0.308/ 0.000/-0.003/ 0.000, Output= 0.305(-0.700/0.700), Volt=12.0(9.9)
GlobalTracer.printPidInfo_Info: [12.546] encoderXPidCtrl: Target= -22.9, Input= -21.9, Error=  -1.1, PIDTerms=-0.265/ 0.000/ 0.012/-0.000, Output=-0.253(-0.700/0.700), Volt=12.1(9.9)
GlobalTracer.printPidInfo_Info: [12.546] encoderYPidCtrl: Target=  38.9, Input=  26.2, Error=  12.7, PIDTerms= 0.255/ 0.000/ 0.001/ 0.000, Output= 0.256(-0.600/0.600), Volt=12.1(9.9)
GlobalTracer.printPidInfo_Info: [12.546] gyroTurnPidCtrl: Target=  90.0, Input=  74.6, Error=  15.4, PIDTerms= 0.309/ 0.000/ 0.002/ 0.000, Output= 0.311(-0.700/0.700), Volt=12.1(9.9)
GlobalTracer.printPidInfo_Info: [12.604] encoderXPidCtrl: Target= -22.9, Input= -21.9, Error=  -1.1, PIDTerms=-0.267/ 0.000/-0.002/-0.000, Output=-0.270(-0.700/0.700), Volt=12.1(9.9)
GlobalTracer.printPidInfo_Info: [12.604] encoderYPidCtrl: Target=  38.9, Input=  26.2, Error=  12.7, PIDTerms= 0.254/ 0.000/-0.001/ 0.000, Output= 0.253(-0.600/0.600), Volt=12.1(9.9)
GlobalTracer.printPidInfo_Info: [12.604] gyroTurnPidCtrl: Target=  90.0, Input=  74.6, Error=  15.4, PIDTerms= 0.308/ 0.000/-0.002/ 0.000, Output= 0.306(-0.700/0.700), Volt=12.1(9.9)
GlobalTracer.printPidInfo_Info: [12.652] encoderXPidCtrl: Target= -22.9, Input= -21.9, Error=  -1.1, PIDTerms=-0.268/ 0.000/-0.001/-0.000, Output=-0.270(-0.700/0.700), Volt=12.0(9.9)
GlobalTracer.printPidInfo_Info: [12.652] encoderYPidCtrl: Target=  38.9, Input=  26.2, Error=  12.7, PIDTerms= 0.254/ 0.000/-0.000/ 0.000, Output= 0.254(-0.600/0.600), Volt=12.0(9.9)
GlobalTracer.printPidInfo_Info: [12.652] gyroTurnPidCtrl: Target=  90.0, Input=  74.7, Error=  15.3, PIDTerms= 0.307/ 0.000/-0.002/ 0.000, Output= 0.305(-0.700/0.700), Volt=12.0(9.9)
GlobalTracer.printPidInfo_Info: [12.707] encoderXPidCtrl: Target= -22.9, Input= -21.9, Error=  -1.1, PIDTerms=-0.269/ 0.000/-0.001/-0.000, Output=-0.269(-0.700/0.700), Volt=12.1(9.9)
GlobalTracer.printPidInfo_Info: [12.707] encoderYPidCtrl: Target=  38.9, Input=  26.2, Error=  12.7, PIDTerms= 0.254/ 0.000/-0.000/ 0.000, Output= 0.254(-0.600/0.600), Volt=12.1(9.9)
GlobalTracer.printPidInfo_Info: [12.707] gyroTurnPidCtrl: Target=  90.0, Input=  74.7, Error=  15.3, PIDTerms= 0.307/ 0.000/ 0.000/ 0.000, Output= 0.307(-0.700/0.700), Volt=12.1(9.9)
GlobalTracer.printPidInfo_Info: [12.766] encoderXPidCtrl: Target= -22.9, Input= -21.9, Error=  -1.1, PIDTerms=-0.268/ 0.000/ 0.001/-0.000, Output=-0.268(-0.700/0.700), Volt=12.1(9.9)
GlobalTracer.printPidInfo_Info: [12.766] encoderYPidCtrl: Target=  38.9, Input=  26.2, Error=  12.7, PIDTerms= 0.254/ 0.000/ 0.000/ 0.000, Output= 0.254(-0.600/0.600), Volt=12.0(9.9)
GlobalTracer.printPidInfo_Info: [12.766] gyroTurnPidCtrl: Target=  90.0, Input=  74.7, Error=  15.3, PIDTerms= 0.307/ 0.000/ 0.000/ 0.000, Output= 0.307(-0.700/0.700), Volt=12.0(9.9)
GlobalTracer.printPidInfo_Info: [12.838] encoderXPidCtrl: Target= -22.9, Input= -21.9, Error=  -1.1, PIDTerms=-0.268/ 0.000/ 0.001/-0.000, Output=-0.267(-0.700/0.700), Volt=12.1(9.9)
GlobalTracer.printPidInfo_Info: [12.838] encoderYPidCtrl: Target=  38.9, Input=  26.2, Error=  12.7, PIDTerms= 0.254/ 0.000/ 0.000/ 0.000, Output= 0.254(-0.600/0.600), Volt=12.1(9.9)
GlobalTracer.printPidInfo_Info: [12.838] gyroTurnPidCtrl: Target=  90.0, Input=  74.7, Error=  15.3, PIDTerms= 0.307/ 0.000/-0.000/ 0.000, Output= 0.307(-0.700/0.700), Volt=12.1(9.9)
GlobalTracer.printPidInfo_Info: [12.918] encoderXPidCtrl: Target= -22.9, Input= -21.9, Error=  -1.1, PIDTerms=-0.269/ 0.000/-0.001/-0.000, Output=-0.270(-0.700/0.700), Volt=12.1(9.9)
GlobalTracer.printPidInfo_Info: [12.918] encoderYPidCtrl: Target=  38.9, Input=  26.2, Error=  12.7, PIDTerms= 0.254/ 0.000/-0.000/ 0.000, Output= 0.254(-0.600/0.600), Volt=12.1(9.9)
GlobalTracer.printPidInfo_Info: [12.918] gyroTurnPidCtrl: Target=  90.0, Input=  74.7, Error=  15.3, PIDTerms= 0.307/ 0.000/-0.000/ 0.000, Output= 0.306(-0.700/0.700), Volt=12.1(9.9)
GlobalTracer.printPidInfo_Info: [12.982] encoderXPidCtrl: Target= -22.9, Input= -21.9, Error=  -1.1, PIDTerms=-0.268/ 0.000/ 0.000/-0.000, Output=-0.268(-0.700/0.700), Volt=12.1(9.9)
GlobalTracer.printPidInfo_Info: [12.982] encoderYPidCtrl: Target=  38.9, Input=  26.2, Error=  12.7, PIDTerms= 0.254/ 0.000/ 0.000/ 0.000, Output= 0.254(-0.600/0.600), Volt=12.1(9.9)
GlobalTracer.printPidInfo_Info: [12.982] gyroTurnPidCtrl: Target=  90.0, Input=  74.7, Error=  15.3, PIDTerms= 0.307/ 0.000/ 0.000/ 0.000, Output= 0.307(-0.700/0.700), Volt=12.1(9.9)
GlobalTracer.printPidInfo_Info: [13.021] encoderXPidCtrl: Target= -22.9, Input= -21.9, Error=  -1.1, PIDTerms=-0.268/ 0.000/ 0.000/-0.000, Output=-0.268(-0.700/0.700), Volt=12.1(9.9)
GlobalTracer.printPidInfo_Info: [13.021] encoderYPidCtrl: Target=  38.9, Input=  26.2, Error=  12.7, PIDTerms= 0.254/ 0.000/ 0.000/ 0.000, Output= 0.254(-0.600/0.600), Volt=12.1(9.9)
GlobalTracer.printPidInfo_Info: [13.021] gyroTurnPidCtrl: Target=  90.0, Input=  74.7, Error=  15.3, PIDTerms= 0.307/ 0.000/ 0.000/ 0.000, Output= 0.307(-0.700/0.700), Volt=12.1(9.9)
GlobalTracer.printPidInfo_Info: [13.066] encoderXPidCtrl: Target= -22.9, Input= -21.9, Error=  -1.1, PIDTerms=-0.268/ 0.000/ 0.000/-0.000, Output=-0.268(-0.700/0.700), Volt=12.0(9.9)
GlobalTracer.printPidInfo_Info: [13.066] encoderYPidCtrl: Target=  38.9, Input=  26.2, Error=  12.7, PIDTerms= 0.254/ 0.000/ 0.000/ 0.000, Output= 0.254(-0.600/0.600), Volt=12.0(9.9)
GlobalTracer.printPidInfo_Info: [13.066] gyroTurnPidCtrl: Target=  90.0, Input=  74.7, Error=  15.3, PIDTerms= 0.307/ 0.000/ 0.000/ 0.000, Output= 0.307(-0.700/0.700), Volt=12.0(9.9)
GlobalTracer.printPidInfo_Info: [13.105] encoderXPidCtrl: Target= -22.9, Input= -21.9, Error=  -1.1, PIDTerms=-0.268/ 0.000/ 0.000/-0.000, Output=-0.268(-0.700/0.700), Volt=12.2(9.9)
GlobalTracer.printPidInfo_Info: [13.105] encoderYPidCtrl: Target=  38.9, Input=  26.2, Error=  12.7, PIDTerms= 0.254/ 0.000/ 0.000/ 0.000, Output= 0.254(-0.600/0.600), Volt=12.1(9.9)
GlobalTracer.printPidInfo_Info: [13.105] gyroTurnPidCtrl: Target=  90.0, Input=  74.7, Error=  15.3, PIDTerms= 0.307/ 0.000/ 0.000/ 0.000, Output= 0.307(-0.700/0.700), Volt=12.1(9.9)
GlobalTracer.printPidInfo_Info: [13.145] encoderXPidCtrl: Target= -22.9, Input= -21.9, Error=  -1.1, PIDTerms=-0.268/ 0.000/ 0.000/-0.000, Output=-0.268(-0.700/0.700), Volt=12.0(9.9)
GlobalTracer.printPidInfo_Info: [13.145] encoderYPidCtrl: Target=  38.9, Input=  26.2, Error=  12.7, PIDTerms= 0.254/ 0.000/ 0.000/ 0.000, Output= 0.254(-0.600/0.600), Volt=12.0(9.9)
GlobalTracer.printPidInfo_Info: [13.145] gyroTurnPidCtrl: Target=  90.0, Input=  74.7, Error=  15.3, PIDTerms= 0.307/ 0.000/ 0.000/ 0.000, Output= 0.307(-0.700/0.700), Volt=12.0(9.9)
GlobalTracer.printPidInfo_Info: [13.184] encoderXPidCtrl: Target= -22.9, Input= -21.9, Error=  -1.1, PIDTerms=-0.268/ 0.000/ 0.000/-0.000, Output=-0.268(-0.700/0.700), Volt=12.1(9.9)
GlobalTracer.printPidInfo_Info: [13.184] encoderYPidCtrl: Target=  38.9, Input=  26.2, Error=  12.7, PIDTerms= 0.254/ 0.000/ 0.000/ 0.000, Output= 0.254(-0.600/0.600), Volt=12.0(9.9)
GlobalTracer.printPidInfo_Info: [13.184] gyroTurnPidCtrl: Target=  90.0, Input=  74.7, Error=  15.3, PIDTerms= 0.307/ 0.000/ 0.000/ 0.000, Output= 0.307(-0.700/0.700), Volt=12.0(9.9)
GlobalTracer.printPidInfo_Info: [13.225] encoderXPidCtrl: Target= -22.9, Input= -21.9, Error=  -1.1, PIDTerms=-0.268/ 0.000/ 0.000/-0.000, Output=-0.268(-0.700/0.700), Volt=12.1(9.9)
GlobalTracer.printPidInfo_Info: [13.225] encoderYPidCtrl: Target=  38.9, Input=  26.2, Error=  12.7, PIDTerms= 0.254/ 0.000/ 0.000/ 0.000, Output= 0.254(-0.600/0.600), Volt=12.1(9.9)
GlobalTracer.printPidInfo_Info: [13.225] gyroTurnPidCtrl: Target=  90.0, Input=  74.7, Error=  15.3, PIDTerms= 0.307/ 0.000/ 0.000/ 0.000, Output= 0.307(-0.700/0.700), Volt=12.1(9.9)
GlobalTracer.printPidInfo_Info: [13.295] encoderXPidCtrl: Target= -22.9, Input= -21.9, Error=  -1.1, PIDTerms=-0.268/ 0.000/ 0.000/-0.000, Output=-0.268(-0.700/0.700), Volt=12.0(9.9)
GlobalTracer.printPidInfo_Info: [13.295] encoderYPidCtrl: Target=  38.9, Input=  26.2, Error=  12.7, PIDTerms= 0.254/ 0.000/ 0.000/ 0.000, Output= 0.254(-0.600/0.600), Volt=12.0(9.9)
GlobalTracer.printPidInfo_Info: [13.295] gyroTurnPidCtrl: Target=  90.0, Input=  74.7, Error=  15.3, PIDTerms= 0.307/ 0.000/ 0.000/ 0.000, Output= 0.307(-0.700/0.700), Volt=12.0(9.9)
GlobalTracer.printPidInfo_Info: [13.365] encoderXPidCtrl: Target= -22.9, Input= -21.9, Error=  -1.1, PIDTerms=-0.268/ 0.000/ 0.000/-0.000, Output=-0.268(-0.700/0.700), Volt=12.1(9.9)
GlobalTracer.printPidInfo_Info: [13.365] encoderYPidCtrl: Target=  38.9, Input=  26.2, Error=  12.7, PIDTerms= 0.254/ 0.000/ 0.000/ 0.000, Output= 0.254(-0.600/0.600), Volt=12.1(9.9)
GlobalTracer.printPidInfo_Info: [13.365] gyroTurnPidCtrl: Target=  90.0, Input=  74.7, Error=  15.3, PIDTerms= 0.307/ 0.000/ 0.000/ 0.000, Output= 0.307(-0.700/0.700), Volt=12.1(9.9)
GlobalTracer.printPidInfo_Info: [13.439] encoderXPidCtrl: Target= -22.9, Input= -21.9, Error=  -1.1, PIDTerms=-0.268/ 0.000/ 0.000/-0.000, Output=-0.268(-0.700/0.700), Volt=12.0(9.9)
